f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,label
0.0,0.0,0.0,0.2677368521690368,-0.1499019563198089,-0.4152395129203796,0.3963469862937927,-0.5926315784454346,-0.6989295482635498,0.3837513327598572,-0.9244494438171388,-0.9268288612365724,0.4126650691032409,-1.1825969219207764,-1.1525923013687134,0.1397923082113266,-0.8311647176742554,-0.7605791091918945,0.080029509961605,-1.0780458450317385,-1.0376673936843872,0.1198214963078498,-0.7048418521881104,-1.105363368988037,0.2022850960493087,-0.4028391242027282,-1.1435825824737549,-0.1555409133434295,-0.6815707683563232,-0.7150271534919739,-0.2445187270641327,-0.8987570405006409,-1.1375099420547483,-0.1496618092060089,-0.4908928871154785,-1.2557051181793213,-0.0336233638226985,-0.2133986353874206,-1.2826416492462158,-0.3807595372200012,-0.4941536486148834,-0.672491192817688,-0.4867350459098816,-0.6306690573692322,-1.0552427768707275,-0.3281069695949554,-0.2657780349254608,-1.1129884719848633,-0.1652083694934845,-0.058411817997694,-1.0976812839508057,-0.5566190481185913,-0.2780960202217102,-0.6544137597084045,-0.6492446660995483,-0.3434933125972748,-0.92370343208313,-0.5143283009529114,-0.1019657328724861,-0.9785423874855042,-0.378717303276062,0.0317546091973781,-0.9851113557815552,2.9077370166778564,0.9833340048789978,1.2654412984848022,1.2160452604293823,1.3258814811706543,A
0.0,0.0,0.0,0.257228285074234,-0.1664725691080093,-0.4569111466407776,0.3700236678123474,-0.524973452091217,-0.7863342761993408,0.37252277135849,-0.7917008399963379,-1.0450595617294312,0.3953461050987243,-1.0333415269851685,-1.2953208684921265,0.0854098796844482,-0.7100526094436646,-0.8520962595939636,0.0190129783004522,-0.8385807871818542,-1.195959448814392,0.0617672391235828,-0.5113300085067749,-1.3144265413284302,0.1688000410795211,-0.2573338449001312,-1.369965434074402,-0.1842572391033172,-0.5957270264625549,-0.7817636132240295,-0.2821492850780487,-0.6566179394721985,-1.2389134168624878,-0.2015092670917511,-0.3208729922771454,-1.377433180809021,-0.0930448099970817,-0.1217745840549469,-1.4202595949172974,-0.3899708986282348,-0.4375584423542022,-0.7184499502182007,-0.4660317599773407,-0.4468298554420471,-1.1129590272903442,-0.3509241044521332,-0.1750863492488861,-1.184659719467163,-0.2259236127138137,-0.0511889308691024,-1.1837611198425293,-0.5536962151527405,-0.2581275403499603,-0.6808400750160217,-0.6185498833656311,-0.2145379781723022,-0.949443221092224,-0.5188867449760437,-0.0220165085047483,-1.0147851705551147,-0.4136515855789184,0.0591975189745426,-1.0342909097671509,2.944502592086792,1.4641447067260742,1.684376239776611,1.6026962995529177,1.7900389432907104,A
0.0,0.0,0.0,0.266522467136383,-0.1687376797199249,-0.4548873901367187,0.3627701997756958,-0.577602207660675,-0.7721342444419861,0.3402729034423828,-0.8652077317237854,-1.0244032144546509,0.3697501122951507,-1.1278854608535769,-1.2740789651870728,0.0907892808318138,-0.759544849395752,-0.836279034614563,0.0231093652546405,-0.9534779191017152,-1.1677653789520264,0.0664098188281059,-0.6114305853843689,-1.2741564512252808,0.1658853739500045,-0.3243151009082794,-1.326774001121521,-0.1869196444749832,-0.60626620054245,-0.7729798555374146,-0.3008378744125366,-0.7617105841636658,-1.240922927856445,-0.2125402987003326,-0.4041701853275299,-1.3901214599609375,-0.0896419510245323,-0.1633480489253997,-1.4353471994400024,-0.3961141705513,-0.4251084923744201,-0.715215802192688,-0.4986428916454315,-0.5092491507530212,-1.1311955451965332,-0.3454192876815796,-0.2031719088554382,-1.2103898525238037,-0.1785724461078643,-0.0395983420312404,-1.2066128253936768,-0.5576615929603577,-0.2234873920679092,-0.6831717491149902,-0.6478975415229797,-0.2476990967988968,-0.9730281233787536,-0.5140969157218933,-0.0400018841028213,-1.040774703025818,-0.366694837808609,0.0716563761234283,-1.056257247924805,2.949979066848755,1.2611093521118164,1.4930318593978882,1.4064239263534546,1.502718448638916,A
0.0,0.0,0.0,0.2493291646242141,-0.1739449948072433,-0.4608505368232727,0.3224854469299316,-0.576576828956604,-0.7848601937294006,0.2961563766002655,-0.8634428381919861,-1.041878342628479,0.3192246556282043,-1.1139557361602783,-1.2940576076507568,0.0456450246274471,-0.7173972129821777,-0.8502304553985596,-0.0352253466844558,-0.8889906406402588,-1.194189429283142,-0.0049055111594498,-0.5582072734832764,-1.310849905014038,0.0913327038288116,-0.2992067039012909,-1.367653489112854,-0.2159218937158584,-0.5859145522117615,-0.7810747027397156,-0.3257185816764831,-0.6952671408653259,-1.256114482879639,-0.2461156547069549,-0.361599713563919,-1.4085519313812256,-0.1261481493711471,-0.1522921323776245,-1.454763650894165,-0.4091265201568603,-0.4239172041416168,-0.7177730202674866,-0.4983862638473511,-0.4624193906784057,-1.137126922607422,-0.3581115305423736,-0.1729429364204406,-1.2127964496612549,-0.2066882252693176,-0.032248418778181,-1.2047672271728516,-0.5572706460952759,-0.2419961839914322,-0.6811007857322693,-0.6533519625663757,-0.2430719882249832,-0.9688345193862916,-0.5304430723190308,-0.0453906245529651,-1.0335010290145874,-0.3932912647724151,0.0549308098852634,-1.046025037765503,2.975677251815796,1.359224796295166,1.613601565361023,1.507665991783142,1.545457363128662,A
0.0,0.0,0.0,0.2044838517904281,-0.1470838040113449,-0.4390690624713897,0.2556175589561462,-0.5395334362983704,-0.7357088923454285,0.2094218730926513,-0.7963632941246033,-0.9674415588378906,0.2520926296710968,-1.0103402137756348,-1.1955004930496216,0.0004383128252811,-0.717995285987854,-0.8243345618247986,-0.045888178050518,-0.872702419757843,-1.14323091506958,0.0184572003781795,-0.5328047275543213,-1.2296535968780518,0.1097563505172729,-0.2622524201869964,-1.2743628025054932,-0.2837958037853241,-0.5715569853782654,-0.7699211835861206,-0.3241719901561737,-0.7074956297874451,-1.218245506286621,-0.1899653077125549,-0.3378328382968902,-1.329445481300354,-0.0746953189373016,-0.1068851053714752,-1.3508601188659668,-0.4869216978549957,-0.3923781514167785,-0.7267301082611084,-0.5839506983757019,-0.4869595468044281,-1.1502866744995115,-0.4032905697822571,-0.1509762108325958,-1.2092748880386353,-0.2315349280834198,0.0266839675605297,-1.1859614849090576,-0.6428802013397217,-0.191958799958229,-0.7079200744628906,-0.7438883781433105,-0.2310038954019546,-1.0217998027801514,-0.6046375036239624,-0.0124129485338926,-1.0890562534332275,-0.4599385559558868,0.0948414951562881,-1.0968457460403442,2.9749598503112797,1.3076412677764893,1.467233419418335,1.3244439363479614,1.447948336601257,A
0.0,0.0,0.0,0.3691104054450989,-0.1781091690063476,-0.2660585939884186,0.6014877557754517,-0.5679448843002319,-0.5041980743408203,0.626397967338562,-0.8893465995788574,-0.7218141555786133,0.6202065944671631,-1.1510553359985352,-0.9285390973091124,0.3268240392208099,-0.913682460784912,-0.5242043733596802,0.3259517252445221,-1.0981717109680176,-0.7593902945518494,0.3608798086643219,-0.722316324710846,-0.8066387176513672,0.400849848985672,-0.4700943827629089,-0.8293595910072327,0.0254025273025035,-0.8361008763313293,-0.5479834079742432,0.0132608087733387,-1.0286171436309814,-0.9160717129707336,0.1024787947535514,-0.5802035331726074,-0.9812484383583068,0.1668712049722671,-0.341119110584259,-0.96756249666214,-0.2375447005033493,-0.7030249834060669,-0.5756610035896301,-0.2482219785451889,-0.8737486600875854,-0.9006984829902649,-0.1194894611835479,-0.450138509273529,-0.891241192817688,-0.0302919447422027,-0.2361782640218734,-0.8306782841682434,-0.4700151085853576,-0.5224027633666992,-0.6200883984565735,-0.4512668251991272,-0.6284691095352173,-0.8131638765335083,-0.3350322842597961,-0.3355758488178253,-0.8060523271560669,-0.2626288533210754,-0.1766116023063659,-0.7740931510925293,2.690272569656372,1.020456075668335,1.1672405004501345,1.0023915767669678,1.072179079055786,A
0.0,0.0,0.0,0.4008693099021911,-0.1812378019094467,-0.267764151096344,0.6458633542060852,-0.5765529274940491,-0.4879361689090729,0.6453710794448853,-0.9136528372764589,-0.6882365345954895,0.6214029788970947,-1.1946525573730469,-0.8800997138023376,0.3392353355884552,-0.9582399129867554,-0.4760637581348419,0.3272591233253479,-1.1658302545547483,-0.6855068802833557,0.354791522026062,-0.7890052199363708,-0.7237008213996887,0.3891477286815643,-0.5205876231193542,-0.7445979714393616,0.0221549272537231,-0.8681879639625549,-0.4957362115383148,-0.0025136354379355,-1.0926182270050049,-0.8476202487945557,0.0859909653663635,-0.6348647475242615,-0.9232196807861328,0.16012604534626,-0.3557319343090057,-0.9164317846298218,-0.249348297715187,-0.7232356071472168,-0.5201560258865356,-0.2660055458545685,-0.9068443775177002,-0.8418371081352234,-0.1316586434841156,-0.4728088676929474,-0.8513309359550476,-0.0338731966912746,-0.2302175313234329,-0.8008078336715698,-0.486966460943222,-0.5279102921485901,-0.5619414448738098,-0.4872304499149322,-0.6620296835899353,-0.7630568742752075,-0.3651078641414642,-0.3735334575176239,-0.7694200277328491,-0.2802191972732544,-0.1976666748523712,-0.7439848184585571,2.609109401702881,0.8805772662162781,1.094770431518555,1.0099754333496094,1.0027059316635132,A
0.0,0.0,0.0,0.3658746182918548,-0.1356057524681091,-0.3332999348640442,0.6139167547225952,-0.4956559240818023,-0.5886738896369934,0.6349964141845703,-0.804775059223175,-0.8107168674468994,0.6016045808792114,-1.0401663780212402,-1.0275946855545044,0.3306647837162018,-0.8663676977157593,-0.6076034307479858,0.3275447487831116,-1.086287260055542,-0.8678828477859497,0.3678967654705047,-0.7416620850563049,-0.9349524974822998,0.4155950546264648,-0.4877299964427948,-0.9712384343147278,0.0210438817739486,-0.7963851690292358,-0.6044200658798218,0.0131470346823334,-1.0331292152404783,-1.0032823085784912,0.1120396703481674,-0.5934770107269287,-1.099937081336975,0.1910654306411743,-0.315296858549118,-1.108030915260315,-0.245262861251831,-0.6651774644851685,-0.6086070537567139,-0.2645366191864013,-0.866424560546875,-0.9798187613487244,-0.1122617796063423,-0.4268389940261841,-1.0080164670944214,0.0076587367802858,-0.1633158922195434,-0.9662734270095824,-0.4779420495033264,-0.4791077375411987,-0.6340408325195312,-0.4941507875919342,-0.5919628143310547,-0.8794950842857361,-0.3661631941795349,-0.3074086010456085,-0.9081969261169434,-0.2640067040920257,-0.1329621821641922,-0.8956572413444519,2.608788013458252,1.0448013544082642,1.1875532865524292,1.0745152235031128,1.1908490657806396,A
0.0,0.0,0.0,-0.1357337832450866,-0.0954630225896835,-0.3695108592510223,-0.2398043125867843,-0.1625247299671173,-0.6719382405281067,-0.3823437094688415,-0.2798628807067871,-0.8881267309188843,-0.5372321605682373,-0.4332571625709533,-1.1033979654312134,-0.0454787351191043,0.027454325929284,-1.0667035579681396,-0.0961391627788543,-0.2575222551822662,-1.3688753843307495,-0.1090855821967125,-0.5492389798164368,-1.4966813325881958,-0.0798105001449585,-0.7489902973175049,-1.5809099674224854,-0.0214891042560338,0.0402241721749305,-0.9989578723907472,-0.195929080247879,-0.3800788223743438,-1.326818585395813,-0.2677701711654663,-0.6962394714355469,-1.3920990228652954,-0.26468625664711,-0.9061822891235352,-1.4713048934936523,-0.0398727171123027,0.0214210581034421,-0.8975310921669006,-0.2585915923118591,-0.3803347051143646,-1.142594575881958,-0.3236278891563415,-0.6467306613922119,-1.1676273345947266,-0.3188354671001434,-0.814728856086731,-1.2163820266723633,-0.0903632342815399,-0.0064145261421799,-0.8128423094749451,-0.2987869083881378,-0.2995522022247314,-0.9975767731666564,-0.3929147124290466,-0.4864119589328766,-1.05141282081604,-0.4194604754447937,-0.6100012063980103,-1.109886884689331,2.7699406147003174,2.70760440826416,2.71270489692688,2.671797513961792,2.869568347930908,A
0.0,0.0,0.0,0.3654522895812988,-0.214122399687767,-0.3290816843509674,0.5868596434593201,-0.5979984998703003,-0.5618472695350647,0.5961760878562927,-0.941298007965088,-0.754738450050354,0.5920881628990173,-1.21313738822937,-0.9255181550979614,0.2143352180719375,-0.9347831606864928,-0.5600746870040894,0.1669232100248336,-1.2071691751480105,-0.7722375392913818,0.2186266481876373,-0.7515560388565063,-0.7555950880050659,0.2644708752632141,-0.5129768252372742,-0.7388545870780945,-0.1565250307321548,-0.8159518837928772,-0.5565224885940552,-0.1896007508039474,-1.1043113470077517,-0.924329400062561,-0.0695293396711349,-0.5675344467163086,-0.9275380969047546,-0.0298813078552484,-0.3702898025512695,-0.8546748757362366,-0.4298918843269348,-0.649387001991272,-0.5690043568611145,-0.5264533758163452,-0.8942487835884094,-0.9401082396507264,-0.3529350459575653,-0.3857302963733673,-0.9154036045074464,-0.258989542722702,-0.1871654987335205,-0.8138036727905273,-0.6592944264411926,-0.4430439174175262,-0.5994311571121216,-0.7432039976119995,-0.5533826351165771,-0.83189457654953,-0.6162272691726685,-0.2466572821140289,-0.8335045576095581,-0.5338280200958252,-0.1272973865270614,-0.7874160408973694,2.6905999183654785,0.607682466506958,0.8145031332969666,0.7884081602096558,0.9514090418815612,A
